Identifier,project_url,general_description,objectives,beneficiaries,status,notes
P-BF-AA0-021,https://mapafrica.afdb.org/project/P-BF-AA0-021,,,,not_found,failed to fetch page
P-AO-A00-002,https://mapafrica.afdb.org/project/P-AO-A00-002,,,,not_found,failed to fetch page
P-GN-AB0-005,https://mapafrica.afdb.org/project/P-GN-AB0-005,,,,not_found,failed to fetch page
P-TZ-AA0-018,https://mapafrica.afdb.org/project/P-TZ-AA0-018,,,,not_found,failed to fetch page
P-CV-AA0-007,https://mapafrica.afdb.org/project/P-CV-AA0-007,,,,not_found,failed to fetch page
P-ML-AAE-001,https://mapafrica.afdb.org/project/P-ML-AAE-001,,,,not_found,failed to fetch page
P-GN-AB0-004,https://mapafrica.afdb.org/project/P-GN-AB0-004,,,,not_found,failed to fetch page
P-CI-AA0-013,https://mapafrica.afdb.org/project/P-CI-AA0-013,,,,not_found,failed to fetch page
P-GH-AAD-001,https://mapafrica.afdb.org/project/P-GH-AAD-001,,,,not_found,failed to fetch page
P-UG-AAF-002,https://mapafrica.afdb.org/project/P-UG-AAF-002,,,,not_found,failed to fetch page
P-Z1-AA0-062,https://mapafrica.afdb.org/project/P-Z1-AA0-062,,,,not_found,failed to fetch page
P-Z1-AA0-064,https://mapafrica.afdb.org/project/P-Z1-AA0-064,,,,not_found,failed to fetch page
P-Z1-AA0-063,https://mapafrica.afdb.org/project/P-Z1-AA0-063,,,,not_found,failed to fetch page
P-ML-AAC-002,https://mapafrica.afdb.org/project/P-ML-AAC-002,,,,not_found,failed to fetch page
P-SN-AA0-006,https://mapafrica.afdb.org/project/P-SN-AA0-006,,,,not_found,failed to fetch page
P-DJ-AAF-001,https://mapafrica.afdb.org/project/P-DJ-AAF-001,,,,not_found,failed to fetch page
P-BJ-AAF-001,https://mapafrica.afdb.org/project/P-BJ-AAF-001,,,,not_found,failed to fetch page
P-ET-AA0-012,https://mapafrica.afdb.org/project/P-ET-AA0-012,,,,not_found,failed to fetch page
P-EG-AAC-005,https://mapafrica.afdb.org/project/P-EG-AAC-005,,,,not_found,failed to fetch page
P-BF-AA0-017,https://mapafrica.afdb.org/project/P-BF-AA0-017,,,,not_found,failed to fetch page
P-MZ-AAF-001,https://mapafrica.afdb.org/project/P-MZ-AAF-001,,,,not_found,failed to fetch page
P-RW-AAD-001,https://mapafrica.afdb.org/project/P-RW-AAD-001,,,,not_found,failed to fetch page
P-GW-AAF-003,https://mapafrica.afdb.org/project/P-GW-AAF-003,,,,not_found,failed to fetch page
P-BJ-AA0-002,https://mapafrica.afdb.org/project/P-BJ-AA0-002,,,,not_found,failed to fetch page
P-SL-AA0-010,https://mapafrica.afdb.org/project/P-SL-AA0-010,,,,not_found,failed to fetch page
P-NE-AAC-004,https://mapafrica.afdb.org/project/P-NE-AAC-004,,,,not_found,failed to fetch page
P-GH-AA0-025,https://mapafrica.afdb.org/project/P-GH-AA0-025,,,,not_found,failed to fetch page
P-ML-A00-003,https://mapafrica.afdb.org/project/P-ML-A00-003,,,,not_found,failed to fetch page
P-TD-AAE-003,https://mapafrica.afdb.org/project/P-TD-AAE-003,,,,not_found,failed to fetch page
P-ET-AA0-013,https://mapafrica.afdb.org/project/P-ET-AA0-013,,,,not_found,failed to fetch page
P-TD-A00-004,https://mapafrica.afdb.org/project/P-TD-A00-004,,,,not_found,failed to fetch page
P-ML-AAC-003,https://mapafrica.afdb.org/project/P-ML-AAC-003,,,,not_found,failed to fetch page
P-NE-AAC-003,https://mapafrica.afdb.org/project/P-NE-AAC-003,,,,not_found,failed to fetch page
P-TD-A00-005,https://mapafrica.afdb.org/project/P-TD-A00-005,,,,not_found,failed to fetch page
P-CM-AB0-002,https://mapafrica.afdb.org/project/P-CM-AB0-002,,,,not_found,failed to fetch page
P-ET-A00-001,https://mapafrica.afdb.org/project/P-ET-A00-001,,,,not_found,failed to fetch page
P-GW-AB0-001,https://mapafrica.afdb.org/project/P-GW-AB0-001,,,,not_found,failed to fetch page
P-ML-AAB-001,https://mapafrica.afdb.org/project/P-ML-AAB-001,,,,not_found,failed to fetch page
P-Z1-AAZ-001,https://mapafrica.afdb.org/project/P-Z1-AAZ-001,,,,not_found,failed to fetch page
P-GH-AAB-001,https://mapafrica.afdb.org/project/P-GH-AAB-001,,,,not_found,failed to fetch page
P-Z1-AA0-052,https://mapafrica.afdb.org/project/P-Z1-AA0-052,,,,not_found,failed to fetch page
P-SN-AB0-002,https://mapafrica.afdb.org/project/P-SN-AB0-002,,,,not_found,failed to fetch page
P-BJ-AB0-004,https://mapafrica.afdb.org/project/P-BJ-AB0-004,,,,not_found,failed to fetch page
P-BF-AB0-011,https://mapafrica.afdb.org/project/P-BF-AB0-011,,,,not_found,failed to fetch page
P-GN-AA0-013,https://mapafrica.afdb.org/project/P-GN-AA0-013,,,,not_found,failed to fetch page
P-MG-AA0-002,https://mapafrica.afdb.org/project/P-MG-AA0-002,,,,not_found,failed to fetch page
P-DJ-AAF-004,https://mapafrica.afdb.org/project/P-DJ-AAF-004,,,,not_found,failed to fetch page
P-TN-AA0-002,https://mapafrica.afdb.org/project/P-TN-AA0-002,,,,not_found,failed to fetch page
P-TN-AA0-005,https://mapafrica.afdb.org/project/P-TN-AA0-005,,,,not_found,failed to fetch page
P-TN-AA0-004,https://mapafrica.afdb.org/project/P-TN-AA0-004,,,,not_found,failed to fetch page
P-ML-AA0-015,https://mapafrica.afdb.org/project/P-ML-AA0-015,,,,not_found,failed to fetch page
P-ET-AAE-007,https://mapafrica.afdb.org/project/P-ET-AAE-007,,,,not_found,failed to fetch page
P-MZ-AAZ-001,https://mapafrica.afdb.org/project/P-MZ-AAZ-001,,,,not_found,failed to fetch page
P-RW-AAE-002,https://mapafrica.afdb.org/project/P-RW-AAE-002,,,,not_found,failed to fetch page
P-GH-AAA-001,https://mapafrica.afdb.org/project/P-GH-AAA-001,,,,not_found,failed to fetch page
P-ML-AAC-001,https://mapafrica.afdb.org/project/P-ML-AAC-001,,,,not_found,failed to fetch page
P-MR-AAE-002,https://mapafrica.afdb.org/project/P-MR-AAE-002,,,,not_found,failed to fetch page
P-UG-AA0-020,https://mapafrica.afdb.org/project/P-UG-AA0-020,,,,not_found,failed to fetch page
P-ZM-AAC-001,https://mapafrica.afdb.org/project/P-ZM-AAC-001,,,,not_found,failed to fetch page
P-LS-AB0-002,https://mapafrica.afdb.org/project/P-LS-AB0-002,,,,not_found,failed to fetch page
P-GN-AA0-011,https://mapafrica.afdb.org/project/P-GN-AA0-011,,,,not_found,failed to fetch page
P-MR-AA0-004,https://mapafrica.afdb.org/project/P-MR-AA0-004,,,,not_found,failed to fetch page
P-MZ-AA0-025,https://mapafrica.afdb.org/project/P-MZ-AA0-025,,,,not_found,failed to fetch page
P-CM-A00-005,https://mapafrica.afdb.org/project/P-CM-A00-005,,,,not_found,failed to fetch page
P-MW-AA0-021,https://mapafrica.afdb.org/project/P-MW-AA0-021,,,,not_found,failed to fetch page
P-GN-AA0-009,https://mapafrica.afdb.org/project/P-GN-AA0-009,,,,not_found,failed to fetch page
P-GN-AAF-006,https://mapafrica.afdb.org/project/P-GN-AAF-006,,,,not_found,failed to fetch page
P-TZ-AA0-016,https://mapafrica.afdb.org/project/P-TZ-AA0-016,,,,not_found,failed to fetch page
P-GM-AAF-002,https://mapafrica.afdb.org/project/P-GM-AAF-002,,,,not_found,failed to fetch page
P-SN-AAE-002,https://mapafrica.afdb.org/project/P-SN-AAE-002,,,,not_found,failed to fetch page
P-GH-AA0-024,https://mapafrica.afdb.org/project/P-GH-AA0-024,,,,not_found,failed to fetch page
P-Z1-AA0-006,https://mapafrica.afdb.org/project/P-Z1-AA0-006,,,,not_found,failed to fetch page
P-GH-AA0-021,https://mapafrica.afdb.org/project/P-GH-AA0-021,,,,not_found,failed to fetch page
P-CV-AA0-006,https://mapafrica.afdb.org/project/P-CV-AA0-006,,,,not_found,failed to fetch page
P-BF-AAE-002,https://mapafrica.afdb.org/project/P-BF-AAE-002,,,,not_found,failed to fetch page
P-BJ-AAD-002,https://mapafrica.afdb.org/project/P-BJ-AAD-002,,,,not_found,failed to fetch page
P-MW-AAA-001,https://mapafrica.afdb.org/project/P-MW-AAA-001,,,,not_found,failed to fetch page
P-UG-AA0-014,https://mapafrica.afdb.org/project/P-UG-AA0-014,,,,not_found,failed to fetch page
P-TD-AAF-001,https://mapafrica.afdb.org/project/P-TD-AAF-001,,,,not_found,failed to fetch page
P-MR-AAF-003,https://mapafrica.afdb.org/project/P-MR-AAF-003,,,,not_found,failed to fetch page
P-ML-AAZ-003,https://mapafrica.afdb.org/project/P-ML-AAZ-003,,,,not_found,failed to fetch page
P-GM-A00-001,https://mapafrica.afdb.org/project/P-GM-A00-001,,,,not_found,failed to fetch page
P-MG-AAB-001,https://mapafrica.afdb.org/project/P-MG-AAB-001,,,,not_found,failed to fetch page
P-CI-AB0-002,https://mapafrica.afdb.org/project/P-CI-AB0-002,,,,not_found,failed to fetch page
P-BJ-AB0-003,https://mapafrica.afdb.org/project/P-BJ-AB0-003,,,,not_found,failed to fetch page
P-CI-AAC-001,https://mapafrica.afdb.org/project/P-CI-AAC-001,,,,not_found,failed to fetch page
P-GH-AA0-020,https://mapafrica.afdb.org/project/P-GH-AA0-020,,,,not_found,failed to fetch page
P-GM-A00-003,https://mapafrica.afdb.org/project/P-GM-A00-003,,,,not_found,failed to fetch page
P-DZ-AAZ-003,https://mapafrica.afdb.org/project/P-DZ-AAZ-003,,,,not_found,failed to fetch page
P-EG-AZ0-002,https://mapafrica.afdb.org/project/P-EG-AZ0-002,,,,not_found,failed to fetch page
P-TD-A00-003,https://mapafrica.afdb.org/project/P-TD-A00-003,,,,not_found,failed to fetch page
P-LS-AA0-013,https://mapafrica.afdb.org/project/P-LS-AA0-013,,,,not_found,failed to fetch page
P-CM-AAD-001,https://mapafrica.afdb.org/project/P-CM-AAD-001,,,,not_found,failed to fetch page
P-Z1-AA0-019,https://mapafrica.afdb.org/project/P-Z1-AA0-019,,,,not_found,failed to fetch page
P-CM-AAZ-001,https://mapafrica.afdb.org/project/P-CM-AAZ-001,,,,not_found,failed to fetch page
P-MW-A00-002,https://mapafrica.afdb.org/project/P-MW-A00-002,,,,not_found,failed to fetch page
P-TN-AAZ-004,https://mapafrica.afdb.org/project/P-TN-AAZ-004,,,,not_found,failed to fetch page
P-MZ-A00-001,https://mapafrica.afdb.org/project/P-MZ-A00-001,,,,not_found,failed to fetch page
P-MW-AA0-018,https://mapafrica.afdb.org/project/P-MW-AA0-018,,,,not_found,failed to fetch page
P-MW-AA0-017,https://mapafrica.afdb.org/project/P-MW-AA0-017,,,,not_found,failed to fetch page
P-KE-AAC-001,https://mapafrica.afdb.org/project/P-KE-AAC-001,,,,not_found,failed to fetch page
P-MG-AA0-020,https://mapafrica.afdb.org/project/P-MG-AA0-020,,,,not_found,failed to fetch page
P-Z1-AA0-045,https://mapafrica.afdb.org/project/P-Z1-AA0-045,,,,not_found,failed to fetch page
P-Z1-AA0-046,https://mapafrica.afdb.org/project/P-Z1-AA0-046,,,,not_found,failed to fetch page
P-Z1-AA0-047,https://mapafrica.afdb.org/project/P-Z1-AA0-047,,,,not_found,failed to fetch page
P-Z1-AA0-048,https://mapafrica.afdb.org/project/P-Z1-AA0-048,,,,not_found,failed to fetch page
P-Z1-AA0-049,https://mapafrica.afdb.org/project/P-Z1-AA0-049,,,,not_found,failed to fetch page
P-Z1-AA0-051,https://mapafrica.afdb.org/project/P-Z1-AA0-051,,,,not_found,failed to fetch page
P-Z1-AA0-044,https://mapafrica.afdb.org/project/P-Z1-AA0-044,,,,not_found,failed to fetch page
P-Z1-AA0-043,https://mapafrica.afdb.org/project/P-Z1-AA0-043,,,,not_found,failed to fetch page
P-Z1-AA0-042,https://mapafrica.afdb.org/project/P-Z1-AA0-042,,,,not_found,failed to fetch page
P-Z1-AA0-041,https://mapafrica.afdb.org/project/P-Z1-AA0-041,,,,not_found,failed to fetch page
P-Z1-AA0-011,https://mapafrica.afdb.org/project/P-Z1-AA0-011,,,,not_found,failed to fetch page
P-Z1-AA0-010,https://mapafrica.afdb.org/project/P-Z1-AA0-010,,,,not_found,failed to fetch page
P-Z1-AA0-009,https://mapafrica.afdb.org/project/P-Z1-AA0-009,,,,not_found,failed to fetch page
P-Z1-AA0-008,https://mapafrica.afdb.org/project/P-Z1-AA0-008,,,,not_found,failed to fetch page
P-Z1-A00-007,https://mapafrica.afdb.org/project/P-Z1-A00-007,,,,not_found,failed to fetch page
P-Z1-AA0-007,https://mapafrica.afdb.org/project/P-Z1-AA0-007,,,,not_found,failed to fetch page
P-Z1-A00-002,https://mapafrica.afdb.org/project/P-Z1-A00-002,,,,not_found,failed to fetch page
P-Z1-AAE-002,https://mapafrica.afdb.org/project/P-Z1-AAE-002,,,,not_found,failed to fetch page
P-ML-AA0-011,https://mapafrica.afdb.org/project/P-ML-AA0-011,,,,not_found,failed to fetch page
P-NE-AAD-001,https://mapafrica.afdb.org/project/P-NE-AAD-001,,,,not_found,failed to fetch page
P-ET-AAE-006,https://mapafrica.afdb.org/project/P-ET-AAE-006,,,,not_found,failed to fetch page
P-GH-AAG-001,https://mapafrica.afdb.org/project/P-GH-AAG-001,,,,not_found,failed to fetch page
P-NE-AAC-002,https://mapafrica.afdb.org/project/P-NE-AAC-002,,,,not_found,failed to fetch page
P-CM-AZ0-001,https://mapafrica.afdb.org/project/P-CM-AZ0-001,,,,not_found,failed to fetch page
P-MW-AA0-019,https://mapafrica.afdb.org/project/P-MW-AA0-019,,,,not_found,failed to fetch page
P-LS-AA0-003,https://mapafrica.afdb.org/project/P-LS-AA0-003,,,,not_found,failed to fetch page
P-NE-A00-001,https://mapafrica.afdb.org/project/P-NE-A00-001,,,,not_found,failed to fetch page
P-SN-AAC-001,https://mapafrica.afdb.org/project/P-SN-AAC-001,,,,not_found,failed to fetch page
P-TD-AA0-011,https://mapafrica.afdb.org/project/P-TD-AA0-011,,,,not_found,failed to fetch page
P-RW-A00-004,https://mapafrica.afdb.org/project/P-RW-A00-004,,,,not_found,failed to fetch page
P-BF-AA0-015,https://mapafrica.afdb.org/project/P-BF-AA0-015,,,,not_found,failed to fetch page
P-BJ-AAE-003,https://mapafrica.afdb.org/project/P-BJ-AAE-003,,,,not_found,failed to fetch page
P-ET-AA0-011,https://mapafrica.afdb.org/project/P-ET-AA0-011,,,,not_found,failed to fetch page
P-ML-AA0-009,https://mapafrica.afdb.org/project/P-ML-AA0-009,,,,not_found,failed to fetch page
P-GH-AA0-023,https://mapafrica.afdb.org/project/P-GH-AA0-023,,,,not_found,failed to fetch page
P-MW-AA0-016,https://mapafrica.afdb.org/project/P-MW-AA0-016,,,,not_found,failed to fetch page
P-GH-AAC-002,https://mapafrica.afdb.org/project/P-GH-AAC-002,,,,not_found,failed to fetch page
P-TZ-AAD-001,https://mapafrica.afdb.org/project/P-TZ-AAD-001,,,,not_found,failed to fetch page
P-EG-AAB-005,https://mapafrica.afdb.org/project/P-EG-AAB-005,,,,not_found,failed to fetch page
P-MR-AAC-003,https://mapafrica.afdb.org/project/P-MR-AAC-003,,,,not_found,failed to fetch page
P-ER-AAE-001,https://mapafrica.afdb.org/project/P-ER-AAE-001,,,,not_found,failed to fetch page
P-ER-AAF-001,https://mapafrica.afdb.org/project/P-ER-AAF-001,,,,not_found,failed to fetch page
P-NE-AA0-012,https://mapafrica.afdb.org/project/P-NE-AA0-012,,,,not_found,failed to fetch page
P-CV-AAF-004,https://mapafrica.afdb.org/project/P-CV-AAF-004,,,,not_found,failed to fetch page
P-CI-AA0-010,https://mapafrica.afdb.org/project/P-CI-AA0-010,,,,not_found,failed to fetch page
P-BF-AA0-011,https://mapafrica.afdb.org/project/P-BF-AA0-011,,,,not_found,failed to fetch page
P-RW-A00-003,https://mapafrica.afdb.org/project/P-RW-A00-003,,,,not_found,failed to fetch page
P-ZW-A00-001,https://mapafrica.afdb.org/project/P-ZW-A00-001,,,,not_found,failed to fetch page
P-KE-AAC-002,https://mapafrica.afdb.org/project/P-KE-AAC-002,,,,not_found,failed to fetch page
P-SL-AAC-001,https://mapafrica.afdb.org/project/P-SL-AAC-001,,,,not_found,failed to fetch page
P-CV-AA0-003,https://mapafrica.afdb.org/project/P-CV-AA0-003,,,,not_found,failed to fetch page
P-SN-AA0-004,https://mapafrica.afdb.org/project/P-SN-AA0-004,,,,not_found,failed to fetch page
P-TD-AA0-006,https://mapafrica.afdb.org/project/P-TD-AA0-006,,,,not_found,failed to fetch page
P-GN-AA0-008,https://mapafrica.afdb.org/project/P-GN-AA0-008,,,,not_found,failed to fetch page
P-ZM-AA0-007,https://mapafrica.afdb.org/project/P-ZM-AA0-007,,,,not_found,failed to fetch page
P-ST-AAE-002,https://mapafrica.afdb.org/project/P-ST-AAE-002,,,,not_found,failed to fetch page
P-ER-AAC-001,https://mapafrica.afdb.org/project/P-ER-AAC-001,,,,not_found,failed to fetch page
P-CI-AA0-008,https://mapafrica.afdb.org/project/P-CI-AA0-008,,,,not_found,failed to fetch page
P-GM-AA0-006,https://mapafrica.afdb.org/project/P-GM-AA0-006,,,,not_found,failed to fetch page
P-TN-AAC-006,https://mapafrica.afdb.org/project/P-TN-AAC-006,,,,not_found,failed to fetch page
P-TN-AAC-005,https://mapafrica.afdb.org/project/P-TN-AAC-005,,,,not_found,failed to fetch page
P-TN-AB0-003,https://mapafrica.afdb.org/project/P-TN-AB0-003,,,,not_found,failed to fetch page
P-Z1-AA0-015,https://mapafrica.afdb.org/project/P-Z1-AA0-015,,,,not_found,failed to fetch page
P-SC-AA0-002,https://mapafrica.afdb.org/project/P-SC-AA0-002,,,,not_found,failed to fetch page
P-NE-AA0-002,https://mapafrica.afdb.org/project/P-NE-AA0-002,,,,not_found,failed to fetch page
P-NE-AA0-013,https://mapafrica.afdb.org/project/P-NE-AA0-013,,,,not_found,failed to fetch page
P-GH-AA0-014,https://mapafrica.afdb.org/project/P-GH-AA0-014,,,,not_found,failed to fetch page
P-BF-AA0-010,https://mapafrica.afdb.org/project/P-BF-AA0-010,,,,not_found,failed to fetch page
P-MZ-AA0-011,https://mapafrica.afdb.org/project/P-MZ-AA0-011,,,,not_found,failed to fetch page
P-MZ-AAD-001,https://mapafrica.afdb.org/project/P-MZ-AAD-001,,,,not_found,failed to fetch page
P-GQ-AAF-001,https://mapafrica.afdb.org/project/P-GQ-AAF-001,,,,not_found,failed to fetch page
P-KE-AA0-005,https://mapafrica.afdb.org/project/P-KE-AA0-005,,,,not_found,failed to fetch page
P-CV-AAF-003,https://mapafrica.afdb.org/project/P-CV-AAF-003,,,,not_found,failed to fetch page
P-UG-AAF-001,https://mapafrica.afdb.org/project/P-UG-AAF-001,,,,not_found,failed to fetch page
P-CI-AAE-002,https://mapafrica.afdb.org/project/P-CI-AAE-002,,,,not_found,failed to fetch page
P-NG-AA0-011,https://mapafrica.afdb.org/project/P-NG-AA0-011,,,,not_found,failed to fetch page
P-TN-AAC-004,https://mapafrica.afdb.org/project/P-TN-AAC-004,,,,not_found,failed to fetch page
P-TD-AA0-007,https://mapafrica.afdb.org/project/P-TD-AA0-007,,,,not_found,failed to fetch page
P-BI-AA0-007,https://mapafrica.afdb.org/project/P-BI-AA0-007,,,,not_found,failed to fetch page
P-MW-AA0-008,https://mapafrica.afdb.org/project/P-MW-AA0-008,,,,not_found,failed to fetch page
P-TZ-AA0-011,https://mapafrica.afdb.org/project/P-TZ-AA0-011,,,,not_found,failed to fetch page
P-MW-AA0-002,https://mapafrica.afdb.org/project/P-MW-AA0-002,,,,not_found,failed to fetch page
P-CI-AA0-004,https://mapafrica.afdb.org/project/P-CI-AA0-004,,,,not_found,failed to fetch page
P-GN-AA0-007,https://mapafrica.afdb.org/project/P-GN-AA0-007,,,,not_found,failed to fetch page
P-TD-AA0-005,https://mapafrica.afdb.org/project/P-TD-AA0-005,,,,not_found,failed to fetch page
P-MR-AAF-002,https://mapafrica.afdb.org/project/P-MR-AAF-002,,,,not_found,failed to fetch page
P-MA-AAC-004,https://mapafrica.afdb.org/project/P-MA-AAC-004,,,,not_found,failed to fetch page
P-DZ-AAC-003,https://mapafrica.afdb.org/project/P-DZ-AAC-003,,,,not_found,failed to fetch page
P-BI-AZ0-001,https://mapafrica.afdb.org/project/P-BI-AZ0-001,,,,not_found,failed to fetch page
P-Z1-AA0-032,https://mapafrica.afdb.org/project/P-Z1-AA0-032,,,,not_found,failed to fetch page
P-Z1-AA0-012,https://mapafrica.afdb.org/project/P-Z1-AA0-012,,,,not_found,failed to fetch page
P-Z1-AA0-013,https://mapafrica.afdb.org/project/P-Z1-AA0-013,,,,not_found,failed to fetch page
P-Z1-AA0-014,https://mapafrica.afdb.org/project/P-Z1-AA0-014,,,,not_found,failed to fetch page
P-Z1-AA0-005,https://mapafrica.afdb.org/project/P-Z1-AA0-005,,,,not_found,failed to fetch page
P-Z1-A00-005,https://mapafrica.afdb.org/project/P-Z1-A00-005,,,,not_found,failed to fetch page
P-Z1-A00-004,https://mapafrica.afdb.org/project/P-Z1-A00-004,,,,not_found,failed to fetch page
P-Z1-AA0-016,https://mapafrica.afdb.org/project/P-Z1-AA0-016,,,,not_found,failed to fetch page
P-Z1-AA0-030,https://mapafrica.afdb.org/project/P-Z1-AA0-030,,,,not_found,failed to fetch page
P-Z1-AA0-031,https://mapafrica.afdb.org/project/P-Z1-AA0-031,,,,not_found,failed to fetch page
P-Z1-AA0-033,https://mapafrica.afdb.org/project/P-Z1-AA0-033,,,,not_found,failed to fetch page
P-Z1-AA0-034,https://mapafrica.afdb.org/project/P-Z1-AA0-034,,,,not_found,failed to fetch page
P-TZ-AA0-008,https://mapafrica.afdb.org/project/P-TZ-AA0-008,,,,not_found,failed to fetch page
P-UG-AA0-005,https://mapafrica.afdb.org/project/P-UG-AA0-005,,,,not_found,failed to fetch page
P-UG-AA0-007,https://mapafrica.afdb.org/project/P-UG-AA0-007,,,,not_found,failed to fetch page
P-BF-AB0-008,https://mapafrica.afdb.org/project/P-BF-AB0-008,,,,not_found,failed to fetch page
P-CF-AA0-001,https://mapafrica.afdb.org/project/P-CF-AA0-001,,,,not_found,failed to fetch page
P-ZM-AA0-002,https://mapafrica.afdb.org/project/P-ZM-AA0-002,,,,not_found,failed to fetch page
P-MZ-AA0-022,https://mapafrica.afdb.org/project/P-MZ-AA0-022,,,,not_found,failed to fetch page
P-UG-AA0-006,https://mapafrica.afdb.org/project/P-UG-AA0-006,,,,not_found,failed to fetch page
P-EG-AAG-001,https://mapafrica.afdb.org/project/P-EG-AAG-001,,,,not_found,failed to fetch page
P-TN-AAC-003,https://mapafrica.afdb.org/project/P-TN-AAC-003,,,,not_found,failed to fetch page
P-MW-AA0-014,https://mapafrica.afdb.org/project/P-MW-AA0-014,,,,not_found,failed to fetch page
P-ET-AAC-005,https://mapafrica.afdb.org/project/P-ET-AAC-005,,,,not_found,failed to fetch page
P-EG-AAC-002,https://mapafrica.afdb.org/project/P-EG-AAC-002,,,,not_found,failed to fetch page
P-TN-AAZ-003,https://mapafrica.afdb.org/project/P-TN-AAZ-003,,,,not_found,failed to fetch page
P-GN-AAF-003,https://mapafrica.afdb.org/project/P-GN-AAF-003,,,,not_found,failed to fetch page
P-BI-AAF-002,https://mapafrica.afdb.org/project/P-BI-AAF-002,,,,not_found,failed to fetch page
P-MW-AAD-001,https://mapafrica.afdb.org/project/P-MW-AAD-001,,,,not_found,failed to fetch page
P-BI-AA0-002,https://mapafrica.afdb.org/project/P-BI-AA0-002,,,,not_found,failed to fetch page
P-Z1-AA0-023,https://mapafrica.afdb.org/project/P-Z1-AA0-023,,,,not_found,failed to fetch page
P-SL-AB0-002,https://mapafrica.afdb.org/project/P-SL-AB0-002,,,,not_found,failed to fetch page
P-ZM-AA0-001,https://mapafrica.afdb.org/project/P-ZM-AA0-001,,,,not_found,failed to fetch page
P-KE-AAE-001,https://mapafrica.afdb.org/project/P-KE-AAE-001,,,,not_found,failed to fetch page
P-GH-AA0-006,https://mapafrica.afdb.org/project/P-GH-AA0-006,,,,not_found,failed to fetch page
P-Z1-AA0-024,https://mapafrica.afdb.org/project/P-Z1-AA0-024,,,,not_found,failed to fetch page
P-ML-A00-002,https://mapafrica.afdb.org/project/P-ML-A00-002,,,,not_found,failed to fetch page
P-MG-AAG-003,https://mapafrica.afdb.org/project/P-MG-AAG-003,,,,not_found,failed to fetch page
P-BF-AB0-002,https://mapafrica.afdb.org/project/P-BF-AB0-002,,,,not_found,failed to fetch page
P-GA-AAE-001,https://mapafrica.afdb.org/project/P-GA-AAE-001,,,,not_found,failed to fetch page
P-NG-AA0-009,https://mapafrica.afdb.org/project/P-NG-AA0-009,,,,not_found,failed to fetch page
P-MZ-AA0-001,https://mapafrica.afdb.org/project/P-MZ-AA0-001,,,,not_found,failed to fetch page
P-NG-A00-001,https://mapafrica.afdb.org/project/P-NG-A00-001,,,,not_found,failed to fetch page
P-Z1-AAE-001,https://mapafrica.afdb.org/project/P-Z1-AAE-001,,,,not_found,failed to fetch page
P-GA-AA0-001,https://mapafrica.afdb.org/project/P-GA-AA0-001,,,,not_found,failed to fetch page
P-TZ-AAE-001,https://mapafrica.afdb.org/project/P-TZ-AAE-001,,,,not_found,failed to fetch page
P-SD-AAZ-002,https://mapafrica.afdb.org/project/P-SD-AAZ-002,,,,not_found,failed to fetch page
P-SZ-AA0-001,https://mapafrica.afdb.org/project/P-SZ-AA0-001,,,,not_found,failed to fetch page
P-CI-AB0-001,https://mapafrica.afdb.org/project/P-CI-AB0-001,,,,not_found,failed to fetch page
P-TD-AA0-009,https://mapafrica.afdb.org/project/P-TD-AA0-009,,,,not_found,failed to fetch page
P-SL-AA0-005,https://mapafrica.afdb.org/project/P-SL-AA0-005,,,,not_found,failed to fetch page
P-SL-AA0-004,https://mapafrica.afdb.org/project/P-SL-AA0-004,,,,not_found,failed to fetch page
P-BI-AAD-001,https://mapafrica.afdb.org/project/P-BI-AAD-001,,,,not_found,failed to fetch page
P-NA-AB0-001,https://mapafrica.afdb.org/project/P-NA-AB0-001,,,,not_found,failed to fetch page
P-MG-AZ0-001,https://mapafrica.afdb.org/project/P-MG-AZ0-001,,,,not_found,failed to fetch page
P-MA-AAC-003,https://mapafrica.afdb.org/project/P-MA-AAC-003,,,,not_found,failed to fetch page
P-MG-AA0-001,https://mapafrica.afdb.org/project/P-MG-AA0-001,,,,not_found,failed to fetch page
P-GN-AAF-001,https://mapafrica.afdb.org/project/P-GN-AAF-001,,,,not_found,failed to fetch page
P-TN-AAZ-001,https://mapafrica.afdb.org/project/P-TN-AAZ-001,,,,not_found,failed to fetch page
P-GN-AB0-001,https://mapafrica.afdb.org/project/P-GN-AB0-001,,,,not_found,failed to fetch page
P-NG-AAG-001,https://mapafrica.afdb.org/project/P-NG-AAG-001,,,,not_found,failed to fetch page
P-NG-AA0-007,https://mapafrica.afdb.org/project/P-NG-AA0-007,,,,not_found,failed to fetch page
P-GW-AAF-001,https://mapafrica.afdb.org/project/P-GW-AAF-001,,,,not_found,failed to fetch page
P-TD-AA0-010,https://mapafrica.afdb.org/project/P-TD-AA0-010,,,,not_found,failed to fetch page
P-UG-AA0-001,https://mapafrica.afdb.org/project/P-UG-AA0-001,,,,not_found,failed to fetch page
P-MW-AB0-001,https://mapafrica.afdb.org/project/P-MW-AB0-001,,,,not_found,failed to fetch page
P-SN-AAE-001,https://mapafrica.afdb.org/project/P-SN-AAE-001,,,,not_found,failed to fetch page
P-SL-AA0-001,https://mapafrica.afdb.org/project/P-SL-AA0-001,,,,not_found,failed to fetch page
P-MU-AAG-001,https://mapafrica.afdb.org/project/P-MU-AAG-001,,,,not_found,failed to fetch page
P-DJ-AAF-003,https://mapafrica.afdb.org/project/P-DJ-AAF-003,,,,not_found,failed to fetch page
